quizGroup type="WordMapping" promptType="English word" responseType="German word" mainSeparator="|" currentPromptNumber="0" isActive="true"
dozen|dutzend|
villages|dörfer|
impressions|eindrücke|
occurred|eingetreten|
heater|erhitzer|
ernennst|ernennst|
accessible|erreichbar|
rock|felsen|
festhalle|festhalle|
refugee|flüchtling|
Frankfurt|frankfurt|
legally|gesetzlich|
gestock|gestock|
crowd|gewühl|
Happy|glückliches|
grace|gnade|
limitless|grenzenlos|
Homes|häuser|
quintessence|inbegriff|
contents|inhalten|
consistently|konsequent|
corrupt|korrupt|
paints|malt|
registering|registrierst|
ruble|rubels|
deterrent|schreckende|
ashamed|schämst|
rare|seltenes|
Socialist|sozialistin|
brush past|streifst|
Thuringia|Thüringen|
Turk|türke|
undetermined|unbestimmt|
Tend to|versorge|
in front|vorn|
awake|wach|
when|wann|
assigned|zugeteilt|
watch|zusehen|
opening|öffnung|
serenity|heiterkeit|
ancestor|ahne|
decent|anständig|
befremde|befremde|
Empower|befähige|
cautious|behutsam|
bombarding|bombardiere|
penetrate|durchdringe|
invalidate|entkräfte|
decipher|entziffere|
ravish|entzücke|
inquire|erkundige|
ermittele|ermittele|
evacuate|evakuiere|
whisper|flüstern|
joyfully|freudig|
completely|gänzlich|
lockre|lockre|
Plato|plato|
recruit|rekrutiere|
only ripple|riesele|
shy|schüchtern|
brave|tapfer|
incredulous|ungläubig|
on the way|unterwegs|
fade away|verblasse|
darken|verdunkele|
immortalize|verewige|
persevere|verharre|
conceals|verschleiere|
stow|verstaue|
delayed|verzöger|
zersplitter|zersplitter|
tito|tito|
Sirius|sirius|
superstition|aberglaube|
abstruse|abseitig|
andrem|andrem|
anstellst|anstellst|
archives|archiv|
visited|aufgesucht|
upset|aufregst|
erupting|ausbreche|
trigger|auslösen|
significant|bedeutungsvoll|
serving them|bedienst|
threatening|bedrohlich|
affect|beeinträchtige|
favorable|befürworte|
understand|begreifst|
beruhst|beruhst|
amounts|betragt|
beängstige|beängstige|
GDR|ddr|
director|direktor|
documents|dokumente|
eigenarten|eigenarten|
designed|entworfen|
work out|erarbeite|
behold|erblickst|
admonish|ermahnst|
reimbursed|erstatte|
contemplate|erwägst|
falcon|falk|
set|festgelegt|
wings|flügeln|
requirements|forderungen|
terrible|fürchterlich|
birthday|geburtstag|
combed|gekämmt|
just as|genauso|
encountered|gestoßen|
dashed|gestrichelt|
a sense|gewissermaßen|
wanted|gewollt|
good-natured|gutmütig|
harmless|harmlos|
editorial|herausgebe|
illegally|illegal|
inform|informiere|
bone|knochen|
crumbs|krumen|
strong|kräftiger|
latent|latent|
humorous|launig|
invited|lud|
billion|milliarden|
miterlebe|miterlebe|
Moscow|moskau|
museum|museum|
anyway|ohnehin|
Parliamentary|parlamentarische|
break|pause|
perfect|perfekte|
regents|regenten|
richest|reichst|
renovate|renoviere|
repair|repariere|
revolutionize|revolutionieren|
romantic|romantisch|
withdrawal|rückzug|
fabulous|sagenhaft|
schiag|schiag|
fates|schicksale|
sip|schluck|
harms|schädige|
sexually|sexuell|
spiegelst|spiegelst|
stabilize|stabilisiere|
instead of giving|stattgebe|
strive|streben|
disturbance|störung|
rates|sätze|
expensive|teure|
theodor|theodor|
costume|tracht|
Dreaming|träumend|
do|tue|
umzingele|umzingele|
signing|unterzeichne|
associate|verbinde|
spends a|verbring|
simplify|vereinfache|
verheerst|verheerst|
reinforcing|verstärke|
managers|verwaltern|
bold|verwegen|
blur|verwische|
consume|verzehre|
pardon|verzeihet|
provided|vorgesehen|
preview|vorschau|
alarm clock|wecker|
werner|werner|
weigh|wiegst|
willie|willie|
welcome|willkommen|
possibly|womöglich|
generators|zeuger|
stay behind|zurückbleibe|
summarize|zusammenfasse|
bridging|überbrücke|
reprove|überführe|
overtake|überholst|
transgressed|übertrat|
academy|akademie|
activity|aktivität|
Offering|anbiete|
annika|annika|
broken|aufgebrochen|
expected|ausgegangen|
equipped|ausgestattet|
foreigner|ausländer|
reserves|behält|
confession|beichte|
burden|belaste|
providers|bietern|
Bonn|bonn|
brother '|bruders|
elements|elemente|
Yield to|ergib|
enemies|feinden|
fine|feine|
continuing|fortgesetzt|
peace|friede|
wake|gefolge|
gene|gen|
judicial|gerichtlich|
gift|geschenk|
closed|gesperrt|
changed|gewechselt|
fret|greifst|
background|hintergrund|
court|hof|
high|hohem|
season|jahreszeit|
everyone|jedermann|
conference|konferenz|
cows|kühe|
joints|lenke|
need|müsst|
at night|nachts|
nato|nato|
parliaments|parlamente|
partner|partner|
by|per|
checks|prüft|
resignation|rücktritt|
hall|saal|
velvet|sammet|
second|sekunde|
series|serie|
stages|stadien|
congestion|stau|
agree|stimmst|
undermined|untergrub|
lower|untern|
alleged|vermeintliche|
Front|vorne|
priority|vorrang|
tongue|zunge|
stop|anschlag|
dwellers|bewohnern|
cover|decken|
opening|eröffnung|
felipe|felipe|
enjoys|genießt|
purchase|kauf|
eve|vorabend|
changes|änderungen|
noble|adlig|
unaware|ahnungslos|
baumele|baumele|
befriedigst|befriedigst|
published|bekanntgemacht|
take possession of|bemächtige|
disadvantage|benachteilige|
discriminates|diskriminiere|
dynamic|dynamisch|
influential|einflussreich|
invitation|einladung|
was sending|entsende|
go blind|erblinde|
Calculate|errechne|
frightened|erschrak|
tolerable|erträgliche|
discuss|erörtere|
fantastic|fantastisch|
vow|geloben|
heavenly|himmlischem|
inspire|inspiriere|
capitulate|kapituliere|
coordinating|koordiniere|
corrupts|korrumpiere|
copper|kupfer|
cool|kühle|
secluded|lauschig|
loosen|lockern|
milder|mildere|
was operating|operiere|
obligations|pflichten|
splendor|pracht|
privatize|privatisiere|
disgraceful|schändlich|
spotlight|strahler|
scatter|streuen|
embrace|umarmst|
umstelle|umstelle|
accounted for|verbuche|
shortening|verkürze|
diminish|vermindere|
Sending|verschicke|
Interlock|verschränke|
versatile|vielseitig|
truly|wahrhaft|
overcharge|überlade|
stay overnight|übernachte|
translate|übersetze|
converging on|überstürze|
aufreihe|aufreihe|
belt|bandes|
snap|snap|
canceled|abgebrochen|
threw off|abwarf|
offering|anbietens|
tackle|angehen|
by|anhand|
drive|antrieb|
archive|archive|
breath|atem|
select|auserwählt|
prepared|ausgearbeitet|
expressed|ausgedrückt|
proclaimed|ausgerufen|
authentic|authentisch|
note|beachten|
confine|begnüge|
confess|bekenn|
considerably|beträchtlich|
conquer|bezwinge|
stretchest|dehnst|
dialect|dialekt|
einbezog|einbezog|
installs display|einrichte|
one-sided|einseitig|
encyclopedia|enzyklopädie|
learn|erlernst|
barrel|faß|
fixed stellst|feststellst|
fruits|früchte|
gate|gatter|
Bits|gebisse|
drivel|gefasel|
dreamed of|geträumt|
hiesig|hiesig|
Jack|jack|
any time|jederzeit|
funny|komisch|
composer|komponist|
herald|künder|
lands|landet|
long-term|langfristig|
teacher|lehrers|
magistral|magistrale|
machine|maschine|
seas|meere|
metals|metalle|
brave|mutig|
nervous|nervös|
nice|nett|
North Sea|nordsee|
next time|nächstens|
privilege|privileg|
rebellion|rebellion|
cleanse|reinigst|
beef|rind|
stirred|rührt|
armor|rüstung|
shot|schoß|
shout|schreie|
save|sparen|
spezialisierst|spezialisierst|
season|spielzeit|
taking place|stattfinde|
steep|steil|
donate|stiften|
strikes|streiks|
rope|strick|
tribuna|tribuna|
virtue|tugend|
inevitable|unvermeidlich|
Venice|venedig|
processors|verarbeitern|
conjecture|vermutung|
host|wirt|
cell|zelle|
breeding|zucht|
economically|ökonomisch|
hermione|hermine|
differentially|differenziell|
academic|akademisch|
initially|anfänglich|
cite|anführe|
appropriate|angebracht|
worn|angehabt|
inflated|aufgeblasen|
failed|ausgefallen|
based|basieren|
harboring|beherberge|
enriching|bereichernd|
taxing|besteuere|
cloud over|bewölken|
Bremen|bremen|
chaotic|chaotisch|
degrading|degradiere|
would consent|einwillige|
entmachte|entmachte|
slip away|entwische|
brighten|erhellst|
dark|finsteres|
torture|foltern|
remember|gedenke|
usual|gewohnt|
put out|herausstelle|
would have|hättest|
import|importiere|
inhaftiere|inhaftiere|
complete|komplette|
mat|matt|
naked|nackte|
Reich Chancellery|Reichskanzlei|
meeting|sitzung|
save|sparst|
sparse|spärlich|
stationiere|stationiere|
umgestalte|umgestalte|
insatiable|unersättlich|
uncommonly|ungemein|
subordinate|unterordne|
veredele|veredele|
unlearn|verlerne|
Take care of|verpflege|
confidential|vertraulich|
verwurzele|verwurzele|
before going|vorhergehe|
would live|weiterlebe|
conjure|zaubern|
been standing|zugestehe|
composite|zusammengesetzt|
ADLE|adle|
affairs|angelegenheiten|
indictment|anklage|
increase|anstieg|
instructions|anweisungen|
unset|aufhebst|
exceptions|ausnahmen|
authors|autoren|
swim|baden|
load|belastung|
mountain|berg|
profession|berufes|
restriction|beschränkung|
bezaubere|bezaubere|
bishops|bischöfe|
dione|dion|
dynamics|dynamik|
same|elbe|
impart|erteile|
promotion|förderung|
fifth|fünfte|
gesture|gebärde|
neck|hals|
hamburger|hamburger|
hors|hors|
so far|insofern|
Italian|italiener|
jurist|jurist|
creature|kreatur|
toad|kröte|
body|leiche|
pattern|muster|
emphasis|nachdruck|
slogan|parole|
principle|prinzip|
account|rechnung|
stimulates|regt|
attractive|reiz|
Renaissance|renaissance|
resource|ressource|
the time|seinerzeit|
Stopped|stillst|
throne|thron|
gate|tor|
triumph|triumph|
Embrace|umarm|
scope|umfanges|
nonsense|unsinn|
represents|vertritt|
tool|werkzeug|
economically|wirtschaftlich|
joke|witz|
long time|zeitlang|
joined together|zusammenschloß|
Zwinglian|zwingli|
era|ära|
Olympias|olympias|
scraped off|abgeschabt|
abneigen|abneigen|
abstract|abstrakt|
abwechsele|abwechsele|
anspanne|anspanne|
assimilate|assimiliere|
exciting|aufregendem|
by lying|beigelegen|
envy|beneidest|
bed|betten|
awareness|bewußtsein|
fragrant|duftend|
dune|düne|
unique|einmalig|
monotonous|eintönig|
einwirke|einwirke|
Grow in|erkämpfe|
lays down|festlege|
fixed set|festsetze|
dark|finster|
photograph|fotografieren|
nourished|genährt|
Constitution|Grundgesetz|
Haller|haller|
Heikes|heikes|
hopefully|hoffnungsvoll|
lightly|leichtfertig|
objectively|objektiv|
practicing|praktiziere|
provocation|provokation|
on time|pünktlich|
tailor|schneidern|
swim|schwimme|
enthusiastic|schwärme|
draw|schöpfen|
stubborn|störrisch|
unattainable|unerreichbar|
unfavorable|ungünstig|
restless|unruhig|
invaluable|unschätzbar|
cope any|verkrafte|
relocating|verlagernd|
Beat up|verprügele|
absorbed|versunken|
wither|verwelke|
contemptuously|verächtlich|
Forest|Walde|
further|wei|
restore to man|wiedererlange|
world|world|
added|zugefügt|
doubt|zweifeln|
flew over|überflog|
about mittele|übermittele|
homero|homero|
verheize|verheize|
levels decreased|absank|
Office|Amtsantritt|
Once|angekommen|
be superior|angelegene|
shares|anteile|
rewarding work|arbeitslohn|
aufhalf|aufhalf|
aufstellst|aufstellst|
auftragt|auftragt|
express|ausspreche|
convenient|bequem|
employment|beschäftigung|
order|bestellen|
brave|brave|
carlo|carlo|
dokumentierst|dokumentierst|
dunkein|dunkein|
enforce|durchzusetzen|
adjusting|einstelle|
incident|eintreffe|
decisions|entschlüsse|
created|erschuf|
raise up|erwecke|
enforcing|erzwinge|
version|fassung|
france|france|
färbst|färbst|
gallia|gallia|
lane|gasse|
depressed|gedrückt|
fled|geflüchtet|
required|gefordert|
applicable|geltende|
Historians|Geschichtsschreiber|
gringo|gringo|
ruler|herrscherin|
produce|hervorzubringen|
view|hinblick|
rear|hinterem|
backgrounds|hintergründe|
illusion|illusion|
year|jahrgang|
klaus|klaus|
coalition|koalition|
complex|komplex|
conventional|konventionell|
free|kostenlos|
krantz|krantz|
course|kurs|
light|leuchte|
suffered|litt|
marketplace|marktplatz|
underage|minderjährig|
cooperation|mitarbeit|
models|modelle|
natural|natürliches|
Dutch|niederländisch|
Papias|papias|
passe|passe|
passive|passiv|
ratgebens|ratgebens|
call|rufe|
decreasing|sinke|
gates|tore|
total|totale|
traume|traume|
true|treu|
uncertain|ungewiß|
underground|unterirdisch|
verhelfe|verhelfe|
prehistory|vorgeschichte|
required|vorgeschrieben|
proposals|vorschläge|
hike|wanderung|
weeps|weint|
reluctant|widerstrebe|
surprise|wundern|
beautiful|wunderschön|
testifies|zeugt|
granted|zugestanden|
confidence|zuversicht|
doubt|zweifelst|
collection|einzug|
errors|fehlern|
desire|begehrst|
entgleise|entgleise|
passionate|leidenschaftliche|
schnaube|schnaube|
eighteen|achtzehn|
ada|ada|
First|allererst|
grow up|aufwachse|
can be poured|ausschank|
unconditional|bedingungslose|
beklemme|beklemme|
Belgian|belgische|
Brandenburg|Brandenburg|
Federal government|bundesregierung|
Ignite|entfache|
entzückst|entzückst|
exekutiere|exekutiere|
celebration|feier|
fiery|feurig|
continues to carry on|fortführe|
heated|geheizt|
annoyed|genervt|
gender|geschlechts|
Vestments|Gewänder|
desired|gewünschte|
smooth|glattem|
handwriting|handschrift|
head|haupt|
over|hinüber|
snooty|hochnäsig|
miserably|kläglich|
compensating|kompensiere|
Labiau|labiau|
lachenam|lachenam|
life's work|lebenswerk|
emptying|leerend|
screen|leinwand|
avoid|meiden|
melancholy|melancholie|
monde|monde|
nail|nagels|
wet|nass|
optimistic|optimistisch|
patriotic|patriotische|
polana|polana|
proclaim|proklamiere|
reconstruct|rekonstruiere|
revise|revidiere|
russia|russlands|
schliebt|schliebt|
ornamental|schmücke|
shred|schnitzeln|
independently|selbstständig|
specific|spezifisch|
game|spiels|
dumb|stumm|
faithful|treuer|
comprehensive|umfassendem|
disobedient|ungehorsam|
unapproachable|unnahbar|
inconspicuous|unscheinbar|
unfit|untauglich|
verschanze|verschanze|
neglect|versäumst|
Taking a further|weiterbilde|
wiedergutmache|wiedergutmache|
win back|zurückerobere|
add together|zusammenfüge|
on demand|überfordere|
hear about|überhöre|
elis|elis|
application|gesuch|
pour|schütten|
administration|administration|
Afghan|afghanisch|
arranged|angeordnet|
done|angetan|
attached low|anhängerin|
impetus|anstoß|
assassination|attentat|
divided|aufgeteilt|
endurance|ausdauer|
eradicated|ausgerottet|
the outside world|außenwelt|
ordered|befohlen|
beginning|beginnende|
belasse|belasse|
calm down|beruhig|
visitor|besucher|
libraries|bibliotheken|
Bismarck|bismarck|
flourish|blühe|
custom|brauch|
accordingly|dementsprechend|
humble|demütig|
service providers|dienstleister|
thirty years old|dreißigjährig|
couple|ehepaar|
unauthorized|eigenmächtig|
exchanged|eingetauscht|
trade|fach|
fine|fein|
keep away|fernhalte|
Flotow|flotow|
aircraft|flugzeuge|
formally|formell|
was continued|fortgalt|
photographer|fotograf|
Frankfurter|frankfurter|
gange|gange|
biscuits|gebäck|
printed|gedruckt|
areas|gegenden|
opposites|gegensätze|
drunk|getrunken|
migrated|gewandert|
Gustaf|gustaf|
hatred|hass|
holy|heilig|
brighter|heller|
sky|himmels|
deer|hirsch|
Historian|Historikerin|
homosexual|homosexuell|
able|imstande|
unstable|instabil|
intuition|intuition|
capital was|kapitäls|
crystal|kristall|
kurt|kurt|
lean|mager|
Main|main|
marceau|marceau|
medium|medium|
milk|milch|
transmit|mitteln|
mumble|murmelst|
nights|nächte|
surface|oberfläche|
intoxication|rausch|
resident|resident|
recipe|rezept|
Rhine|rhein|
declines|rückgänge|
consideration|rücksicht|
back|rückwärtig|
sent|sandte|
watch|schaue|
history|schichte|
gorge|schlucht|
black|schwarzer|
sea ​​route|seeweg|
speaking|sprechendem|
interfere|stört|
substance|substanz|
dew|tau|
Turk|türkin|
uniform|uniform|
interrupt|unterbrich|
jinxed|verhext|
hear|vernehme|
regulation|verordnung|
reveals|verrät|
Promise|versprich|
incident|vorfall|
former|vormalig|
truest|wahrst|
Wettin|wettin|
admit|zugebe|
facing|zugewandt|
meet together|zusammentreffe|
two hundred|zweihundert|
compelling|zwingend|
twelfth|zwölfte|
exceeded|übertraf|
distance|abstand|
alliance|allianz|
call|aufruf|
again before|aufsehe|
extension|ausbau|
statement|aussage|
revive|belebe|
grant us|beschere|
crept|beschlich|
remuneration|bezüge|
blödele|blödele|
fire|brand|
brood|brut|
date|datum|
dictator|diktator|
dirk|dirk|
stupid|dumm|
no matter|egal|
invasion|einmarsch|
inserts|einsätze|
ice|eis|
escape|entgehe|
earthquake|erdbeben|
requires|erfordere|
insights|erkenntnisse|
first|erstmal|
researcher|forscher|
feed|futter|
hera|hera|
this|hierbei|
this|hierfür|
ed|hrsg|
hundred thousand|hunderttausend|
hill|hügel|
jerusalem|jerusalem|
core|kern|
clothes|kleider|
team|mannschaft|
motive|motive|
will yield|nachgebt|
northeast|nordosten|
oskar|oskar|
patient|patient|
port|port|
race|rasse|
reform|reform|
calls|ruft|
advises|rät|
bill|schein|
end|schluss|
column|spalte|
stalien|stalien|
support|stütz|
table|tabelle|
diary|tagebuch|
texts|texte|
Associations|verbände|
predominance|vorherrschaft|
was present|vorlag|
weshaib|weshaib|
period of time|zeitraum|
central|zentralem|
the recorded|aufgezeichne|
ausnütze|ausnütze|
take off|ausziehe|
bedürfst|bedürfst|
bemalst|bemalst|
, commands|bereitstelle|
Obtain|beschaffe|
blame|beschuldige|
at present|derzeit|
decimate the|dezimiere|
honorable|ehrenhaft|
hooked|eingehakt|
invade|einmarschieren|
einwende|einwende|
Come from|entstamme|
inherited|geerbt|
aged|greis|
came home|heimkam|
hopelessly|hoffnungslos|
Islamic|islamisch|
chin|kinn|
consuming|konsumiere|
have health safe|krankenversichere|
Krasny|krasny|
bray|kreische|
strange|merkwürdiges|
psychologist|psychologe|
ron|ron|
jerk|rucken|
rower|ruderin|
crept|schlich|
painful|schmerzvoll|
cabinets|schränke|
certainly imagine|sicherstelle|
signaling|signalisiere|
stylize|stilisieren|
participation|teilhabe|
dry|trockenem|
umwandele|umwandele|
opaque|undurchsichtig|
unwavering|unerschütterlich|
untenable|unhaltbar|
universe|universum|
undisputed|unumstritten|
verdrehst|verdrehst|
verlaute|verlaute|
prescriptive|verordnend|
verschrecke|verschrecke|
weldability|verschweiß|
sprinkle|versprenge|
lectures|vorträge|
weasley|weasley|
cry|weinen|
befall|widerfahre|
dedicate|widme|
literally|wörtlich|
magical|zauberhaft|
retire|zurückziehe|
sleeve|ärmel|
pour over|überschütte|
fatima|fatima|
meditation|meditation|
sympathize|mitfühle|
gilders|vergoldern|
ausweine|ausweine|
by transverse|durchquere|
caravan|karawane|
lebensweg|lebensweg|
luna|luna|
meditate|meditiere|
instead of|anstelle|
ausstehe|ausstehe|
helpful|behilflich|
complain|beklagst|
pray|betest|
brodele|brodele|
characteristics|charakteristik|
charli|charli|
Caesar|cäsar|
defective|defekt|
dipped|eintauche|
explore|erforsche|
ersterbt|ersterbt|
exclusive|exklusiv|
cheeky|freche|
former|frühern|
secure|geborgen|
mixture|gemisch|
inclined|geneigt|
ingenious|geniales|
