quizGroup type="WordMapping" promptType="German word" responseType="English word" mainSeparator="|" currentPromptNumber="0" isActive="true"
behutsam|cautious|
bombardiere|bombarding|
durchdringe|penetrate|
entkräfte|invalidate|
entziffere|decipher|
entzücke|ravish|
erkundige|inquire|
ermittele|ermittele|
evakuiere|evacuate|
flüstern|whisper|
freudig|joyfully|
gänzlich|completely|
lockre|lockre|
plato|Plato|
rekrutiere|recruit|
riesele|only ripple|
schüchtern|shy|
tapfer|brave|
ungläubig|incredulous|
unterwegs|on the way|
verblasse|fade away|
verdunkele|darken|
verewige|immortalize|
verharre|persevere|
verschleiere|conceals|
verstaue|stow|
verzöger|delayed|
zersplitter|zersplitter|
tito|tito|
sirius|Sirius|
aberglaube|superstition|
abseitig|abstruse|
andrem|andrem|
anstellst|anstellst|
archiv|archives|
aufgesucht|visited|
aufregst|upset|
ausbreche|erupting|
auslösen|trigger|
bedeutungsvoll|significant|
bedienst|serving them|
bedrohlich|threatening|
beeinträchtige|affect|
befürworte|favorable|
begreifst|understand|
beruhst|beruhst|
betragt|amounts|
beängstige|beängstige|
ddr|GDR|
direktor|director|
dokumente|documents|
eigenarten|eigenarten|
entworfen|designed|
erarbeite|work out|
erblickst|behold|
ermahnst|admonish|
erstatte|reimbursed|
erwägst|contemplate|
falk|falcon|
festgelegt|set|
flügeln|wings|
forderungen|requirements|
fürchterlich|terrible|
geburtstag|birthday|
gekämmt|combed|
genauso|just as|
gestoßen|encountered|
gestrichelt|dashed|
gewissermaßen|a sense|
gewollt|wanted|
gutmütig|good-natured|
harmlos|harmless|
herausgebe|editorial|
illegal|illegally|
informiere|inform|
knochen|bone|
krumen|crumbs|
kräftiger|strong|
latent|latent|
launig|humorous|
lud|invited|
milliarden|billion|
miterlebe|miterlebe|
moskau|Moscow|
museum|museum|
ohnehin|anyway|
parlamentarische|Parliamentary|
pause|break|
perfekte|perfect|
regenten|regents|
reichst|richest|
renoviere|renovate|
repariere|repair|
revolutionieren|revolutionize|
romantisch|romantic|
rückzug|withdrawal|
sagenhaft|fabulous|
schiag|schiag|
schicksale|fates|
schluck|sip|
schädige|harms|
sexuell|sexually|
spiegelst|spiegelst|
stabilisiere|stabilize|
stattgebe|instead of giving|
streben|strive|
störung|disturbance|
sätze|rates|
teure|expensive|
theodor|theodor|
tracht|costume|
träumend|Dreaming|
tue|do|
umzingele|umzingele|
unterzeichne|signing|
verbinde|associate|
verbring|spends a|
vereinfache|simplify|
verheerst|verheerst|
verstärke|reinforcing|
verwaltern|managers|
verwegen|bold|
verwische|blur|
verzehre|consume|
verzeihet|pardon|
vorgesehen|provided|
vorschau|preview|
wecker|alarm clock|
werner|werner|
wiegst|weigh|
willie|willie|
willkommen|welcome|
womöglich|possibly|
zeuger|generators|
zurückbleibe|stay behind|
zusammenfasse|summarize|
überbrücke|bridging|
überführe|reprove|
überholst|overtake|
übertrat|transgressed|
akademie|academy|
aktivität|activity|
anbiete|Offering|
annika|annika|
aufgebrochen|broken|
ausgegangen|expected|
ausgestattet|equipped|
ausländer|foreigner|
behält|reserves|
beichte|confession|
belaste|burden|
bietern|providers|
bonn|Bonn|
bruders|brother '|
elemente|elements|
ergib|Yield to|
feinden|enemies|
feine|fine|
fortgesetzt|continuing|
friede|peace|
gefolge|wake|
gen|gene|
gerichtlich|judicial|
geschenk|gift|
gesperrt|closed|
gewechselt|changed|
greifst|fret|
hintergrund|background|
hof|court|
hohem|high|
jahreszeit|season|
jedermann|everyone|
konferenz|conference|
kühe|cows|
lenke|joints|
müsst|need|
nachts|at night|
nato|nato|
parlamente|parliaments|
partner|partner|
per|by|
prüft|checks|
rücktritt|resignation|
saal|hall|
sammet|velvet|
sekunde|second|
serie|series|
stadien|stages|
stau|congestion|
stimmst|agree|
untergrub|undermined|
untern|lower|
vermeintliche|alleged|
vorne|Front|
vorrang|priority|
zunge|tongue|
anschlag|stop|
bewohnern|dwellers|
decken|cover|
eröffnung|opening|
felipe|felipe|
genießt|enjoys|
kauf|purchase|
vorabend|eve|
änderungen|changes|
adlig|noble|
ahnungslos|unaware|
baumele|baumele|
befriedigst|befriedigst|
bekanntgemacht|published|
bemächtige|take possession of|
benachteilige|disadvantage|
diskriminiere|discriminates|
dynamisch|dynamic|
einflussreich|influential|
einladung|invitation|
entsende|was sending|
erblinde|go blind|
errechne|Calculate|
erschrak|frightened|
erträgliche|tolerable|
erörtere|discuss|
fantastisch|fantastic|
geloben|vow|
himmlischem|heavenly|
inspiriere|inspire|
kapituliere|capitulate|
koordiniere|coordinating|
korrumpiere|corrupts|
kupfer|copper|
kühle|cool|
lauschig|secluded|
lockern|loosen|
mildere|milder|
operiere|was operating|
pflichten|obligations|
pracht|splendor|
privatisiere|privatize|
schändlich|disgraceful|
strahler|spotlight|
streuen|scatter|
umarmst|embrace|
umstelle|umstelle|
verbuche|accounted for|
verkürze|shortening|
vermindere|diminish|
verschicke|Sending|
verschränke|Interlock|
vielseitig|versatile|
wahrhaft|truly|
überlade|overcharge|
übernachte|stay overnight|
übersetze|translate|
überstürze|converging on|
aufreihe|aufreihe|
bandes|belt|
snap|snap|
abgebrochen|canceled|
abwarf|threw off|
anbietens|offering|
angehen|tackle|
anhand|by|
antrieb|drive|
archive|archive|
atem|breath|
auserwählt|select|
ausgearbeitet|prepared|
ausgedrückt|expressed|
ausgerufen|proclaimed|
authentisch|authentic|
beachten|note|
begnüge|confine|
bekenn|confess|
beträchtlich|considerably|
bezwinge|conquer|
dehnst|stretchest|
dialekt|dialect|
einbezog|einbezog|
einrichte|installs display|
einseitig|one-sided|
enzyklopädie|encyclopedia|
erlernst|learn|
faß|barrel|
feststellst|fixed stellst|
früchte|fruits|
gatter|gate|
gebisse|Bits|
gefasel|drivel|
geträumt|dreamed of|
hiesig|hiesig|
jack|Jack|
jederzeit|any time|
komisch|funny|
komponist|composer|
künder|herald|
landet|lands|
langfristig|long-term|
lehrers|teacher|
magistrale|magistral|
maschine|machine|
meere|seas|
metalle|metals|
mutig|brave|
nervös|nervous|
nett|nice|
nordsee|North Sea|
nächstens|next time|
privileg|privilege|
rebellion|rebellion|
reinigst|cleanse|
rind|beef|
rührt|stirred|
rüstung|armor|
schoß|shot|
schreie|shout|
sparen|save|
spezialisierst|spezialisierst|
spielzeit|season|
stattfinde|taking place|
steil|steep|
stiften|donate|
streiks|strikes|
strick|rope|
tribuna|tribuna|
tugend|virtue|
unvermeidlich|inevitable|
venedig|Venice|
verarbeitern|processors|
vermutung|conjecture|
wirt|host|
zelle|cell|
zucht|breeding|
ökonomisch|economically|
hermine|hermione|
differenziell|differentially|
akademisch|academic|
anfänglich|initially|
anführe|cite|
angebracht|appropriate|
angehabt|worn|
aufgeblasen|inflated|
ausgefallen|failed|
basieren|based|
beherberge|harboring|
bereichernd|enriching|
besteuere|taxing|
bewölken|cloud over|
bremen|Bremen|
chaotisch|chaotic|
degradiere|degrading|
einwillige|would consent|
entmachte|entmachte|
entwische|slip away|
erhellst|brighten|
finsteres|dark|
foltern|torture|
gedenke|remember|
gewohnt|usual|
herausstelle|put out|
hättest|would have|
importiere|import|
inhaftiere|inhaftiere|
komplette|complete|
matt|mat|
nackte|naked|
Reichskanzlei|Reich Chancellery|
sitzung|meeting|
sparst|save|
spärlich|sparse|
stationiere|stationiere|
umgestalte|umgestalte|
unersättlich|insatiable|
ungemein|uncommonly|
unterordne|subordinate|
veredele|veredele|
verlerne|unlearn|
verpflege|Take care of|
vertraulich|confidential|
verwurzele|verwurzele|
vorhergehe|before going|
weiterlebe|would live|
zaubern|conjure|
zugestehe|been standing|
zusammengesetzt|composite|
adle|ADLE|
angelegenheiten|affairs|
anklage|indictment|
anstieg|increase|
anweisungen|instructions|
aufhebst|unset|
ausnahmen|exceptions|
autoren|authors|
baden|swim|
belastung|load|
berg|mountain|
berufes|profession|
beschränkung|restriction|
bezaubere|bezaubere|
bischöfe|bishops|
dion|dione|
dynamik|dynamics|
elbe|same|
erteile|impart|
förderung|promotion|
fünfte|fifth|
gebärde|gesture|
hals|neck|
hamburger|hamburger|
hors|hors|
insofern|so far|
italiener|Italian|
jurist|jurist|
kreatur|creature|
kröte|toad|
leiche|body|
muster|pattern|
nachdruck|emphasis|
parole|slogan|
prinzip|principle|
rechnung|account|
regt|stimulates|
reiz|attractive|
renaissance|Renaissance|
ressource|resource|
seinerzeit|the time|
stillst|Stopped|
thron|throne|
tor|gate|
triumph|triumph|
umarm|Embrace|
umfanges|scope|
unsinn|nonsense|
vertritt|represents|
werkzeug|tool|
wirtschaftlich|economically|
witz|joke|
zeitlang|long time|
zusammenschloß|joined together|
zwingli|Zwinglian|
ära|era|
olympias|Olympias|
abgeschabt|scraped off|
abneigen|abneigen|
abstrakt|abstract|
abwechsele|abwechsele|
anspanne|anspanne|
assimiliere|assimilate|
aufregendem|exciting|
beigelegen|by lying|
beneidest|envy|
betten|bed|
bewußtsein|awareness|
duftend|fragrant|
düne|dune|
einmalig|unique|
eintönig|monotonous|
einwirke|einwirke|
erkämpfe|Grow in|
festlege|lays down|
festsetze|fixed set|
finster|dark|
fotografieren|photograph|
genährt|nourished|
Grundgesetz|Constitution|
haller|Haller|
heikes|Heikes|
hoffnungsvoll|hopefully|
leichtfertig|lightly|
objektiv|objectively|
praktiziere|practicing|
provokation|provocation|
pünktlich|on time|
schneidern|tailor|
schwimme|swim|
schwärme|enthusiastic|
schöpfen|draw|
störrisch|stubborn|
unerreichbar|unattainable|
ungünstig|unfavorable|
unruhig|restless|
unschätzbar|invaluable|
verkrafte|cope any|
verlagernd|relocating|
verprügele|Beat up|
versunken|absorbed|
verwelke|wither|
verächtlich|contemptuously|
Walde|Forest|
wei|further|
wiedererlange|restore to man|
world|world|
zugefügt|added|
zweifeln|doubt|
überflog|flew over|
übermittele|about mittele|
homero|homero|
verheize|verheize|
absank|levels decreased|
Amtsantritt|Office|
angekommen|Once|
angelegene|be superior|
anteile|shares|
arbeitslohn|rewarding work|
aufhalf|aufhalf|
aufstellst|aufstellst|
auftragt|auftragt|
ausspreche|express|
bequem|convenient|
beschäftigung|employment|
bestellen|order|
brave|brave|
carlo|carlo|
dokumentierst|dokumentierst|
dunkein|dunkein|
durchzusetzen|enforce|
einstelle|adjusting|
eintreffe|incident|
entschlüsse|decisions|
erschuf|created|
erwecke|raise up|
erzwinge|enforcing|
fassung|version|
france|france|
färbst|färbst|
gallia|gallia|
gasse|lane|
gedrückt|depressed|
geflüchtet|fled|
gefordert|required|
geltende|applicable|
Geschichtsschreiber|Historians|
gringo|gringo|
herrscherin|ruler|
hervorzubringen|produce|
hinblick|view|
hinterem|rear|
hintergründe|backgrounds|
illusion|illusion|
jahrgang|year|
klaus|klaus|
koalition|coalition|
komplex|complex|
konventionell|conventional|
kostenlos|free|
krantz|krantz|
kurs|course|
leuchte|light|
litt|suffered|
marktplatz|marketplace|
minderjährig|underage|
mitarbeit|cooperation|
modelle|models|
natürliches|natural|
niederländisch|Dutch|
papias|Papias|
passe|passe|
passiv|passive|
ratgebens|ratgebens|
rufe|call|
sinke|decreasing|
tore|gates|
totale|total|
traume|traume|
treu|true|
ungewiß|uncertain|
unterirdisch|underground|
verhelfe|verhelfe|
vorgeschichte|prehistory|
vorgeschrieben|required|
vorschläge|proposals|
wanderung|hike|
weint|weeps|
widerstrebe|reluctant|
wundern|surprise|
wunderschön|beautiful|
zeugt|testifies|
zugestanden|granted|
zuversicht|confidence|
zweifelst|doubt|
einzug|collection|
fehlern|errors|
begehrst|desire|
entgleise|entgleise|
leidenschaftliche|passionate|
schnaube|schnaube|
achtzehn|eighteen|
ada|ada|
allererst|First|
aufwachse|grow up|
ausschank|can be poured|
bedingungslose|unconditional|
beklemme|beklemme|
belgische|Belgian|
Brandenburg|Brandenburg|
bundesregierung|Federal government|
entfache|Ignite|
entzückst|entzückst|
exekutiere|exekutiere|
feier|celebration|
feurig|fiery|
fortführe|continues to carry on|
geheizt|heated|
genervt|annoyed|
geschlechts|gender|
Gewänder|Vestments|
gewünschte|desired|
glattem|smooth|
handschrift|handwriting|
haupt|head|
hinüber|over|
hochnäsig|snooty|
kläglich|miserably|
kompensiere|compensating|
labiau|Labiau|
lachenam|lachenam|
lebenswerk|life's work|
leerend|emptying|
leinwand|screen|
meiden|avoid|
melancholie|melancholy|
monde|monde|
nagels|nail|
nass|wet|
optimistisch|optimistic|
patriotische|patriotic|
polana|polana|
proklamiere|proclaim|
rekonstruiere|reconstruct|
revidiere|revise|
russlands|russia|
schliebt|schliebt|
schmücke|ornamental|
schnitzeln|shred|
selbstständig|independently|
spezifisch|specific|
spiels|game|
stumm|dumb|
treuer|faithful|
umfassendem|comprehensive|
ungehorsam|disobedient|
unnahbar|unapproachable|
unscheinbar|inconspicuous|
untauglich|unfit|
verschanze|verschanze|
versäumst|neglect|
weiterbilde|Taking a further|
wiedergutmache|wiedergutmache|
zurückerobere|win back|
zusammenfüge|add together|
überfordere|on demand|
überhöre|hear about|
elis|elis|
gesuch|application|
schütten|pour|
administration|administration|
afghanisch|Afghan|
angeordnet|arranged|
angetan|done|
anhängerin|attached low|
anstoß|impetus|
attentat|assassination|
aufgeteilt|divided|
ausdauer|endurance|
ausgerottet|eradicated|
außenwelt|the outside world|
befohlen|ordered|
beginnende|beginning|
belasse|belasse|
beruhig|calm down|
besucher|visitor|
bibliotheken|libraries|
bismarck|Bismarck|
blühe|flourish|
brauch|custom|
dementsprechend|accordingly|
demütig|humble|
dienstleister|service providers|
dreißigjährig|thirty years old|
ehepaar|couple|
eigenmächtig|unauthorized|
eingetauscht|exchanged|
fach|trade|
fein|fine|
fernhalte|keep away|
flotow|Flotow|
flugzeuge|aircraft|
formell|formally|
fortgalt|was continued|
fotograf|photographer|
frankfurter|Frankfurter|
gange|gange|
gebäck|biscuits|
gedruckt|printed|
gegenden|areas|
gegensätze|opposites|
getrunken|drunk|
gewandert|migrated|
gustaf|Gustaf|
hass|hatred|
heilig|holy|
heller|brighter|
himmels|sky|
hirsch|deer|
Historikerin|Historian|
homosexuell|homosexual|
imstande|able|
instabil|unstable|
intuition|intuition|
kapitäls|capital was|
kristall|crystal|
kurt|kurt|
mager|lean|
main|Main|
marceau|marceau|
medium|medium|
milch|milk|
mitteln|transmit|
murmelst|mumble|
nächte|nights|
oberfläche|surface|
rausch|intoxication|
resident|resident|
rezept|recipe|
rhein|Rhine|
rückgänge|declines|
rücksicht|consideration|
rückwärtig|back|
sandte|sent|
schaue|watch|
schichte|history|
schlucht|gorge|
schwarzer|black|
seeweg|sea ​​route|
sprechendem|speaking|
stört|interfere|
substanz|substance|
tau|dew|
türkin|Turk|
uniform|uniform|
unterbrich|interrupt|
verhext|jinxed|
vernehme|hear|
verordnung|regulation|
verrät|reveals|
versprich|Promise|
vorfall|incident|
vormalig|former|
wahrst|truest|
wettin|Wettin|
zugebe|admit|
zugewandt|facing|
zusammentreffe|meet together|
zweihundert|two hundred|
zwingend|compelling|
zwölfte|twelfth|
übertraf|exceeded|
abstand|distance|
allianz|alliance|
aufruf|call|
aufsehe|again before|
ausbau|extension|
aussage|statement|
belebe|revive|
beschere|grant us|
beschlich|crept|
bezüge|remuneration|
blödele|blödele|
brand|fire|
brut|brood|
datum|date|
diktator|dictator|
dirk|dirk|
dumm|stupid|
egal|no matter|
einmarsch|invasion|
einsätze|inserts|
eis|ice|
entgehe|escape|
erdbeben|earthquake|
erfordere|requires|
erkenntnisse|insights|
erstmal|first|
forscher|researcher|
futter|feed|
hera|hera|
hierbei|this|
hierfür|this|
hrsg|ed|
hunderttausend|hundred thousand|
hügel|hill|
jerusalem|jerusalem|
kern|core|
kleider|clothes|
mannschaft|team|
motive|motive|
nachgebt|will yield|
nordosten|northeast|
oskar|oskar|
patient|patient|
port|port|
rasse|race|
reform|reform|
ruft|calls|
rät|advises|
schein|bill|
schluss|end|
spalte|column|
stalien|stalien|
stütz|support|
tabelle|table|
tagebuch|diary|
texte|texts|
verbände|Associations|
vorherrschaft|predominance|
vorlag|was present|
weshaib|weshaib|
zeitraum|period of time|
zentralem|central|
aufgezeichne|the recorded|
ausnütze|ausnütze|
ausziehe|take off|
bedürfst|bedürfst|
bemalst|bemalst|
bereitstelle|, commands|
beschaffe|Obtain|
beschuldige|blame|
derzeit|at present|
dezimiere|decimate the|
ehrenhaft|honorable|
eingehakt|hooked|
einmarschieren|invade|
einwende|einwende|
entstamme|Come from|
geerbt|inherited|
greis|aged|
heimkam|came home|
hoffnungslos|hopelessly|
islamisch|Islamic|
kinn|chin|
konsumiere|consuming|
krankenversichere|have health safe|
krasny|Krasny|
kreische|bray|
merkwürdiges|strange|
psychologe|psychologist|
ron|ron|
rucken|jerk|
ruderin|rower|
schlich|crept|
schmerzvoll|painful|
schränke|cabinets|
sicherstelle|certainly imagine|
signalisiere|signaling|
stilisieren|stylize|
teilhabe|participation|
trockenem|dry|
umwandele|umwandele|
undurchsichtig|opaque|
unerschütterlich|unwavering|
unhaltbar|untenable|
universum|universe|
unumstritten|undisputed|
verdrehst|verdrehst|
verlaute|verlaute|
verordnend|prescriptive|
verschrecke|verschrecke|
verschweiß|weldability|
versprenge|sprinkle|
vorträge|lectures|
weasley|weasley|
weinen|cry|
widerfahre|befall|
widme|dedicate|
wörtlich|literally|
zauberhaft|magical|
zurückziehe|retire|
ärmel|sleeve|
überschütte|pour over|
fatima|fatima|
meditation|meditation|
mitfühle|sympathize|
vergoldern|gilders|
ausweine|ausweine|
durchquere|by transverse|
karawane|caravan|
lebensweg|lebensweg|
luna|luna|
meditiere|meditate|
anstelle|instead of|
ausstehe|ausstehe|
behilflich|helpful|
beklagst|complain|
betest|pray|
brodele|brodele|
charakteristik|characteristics|
charli|charli|
cäsar|Caesar|
defekt|defective|
eintauche|dipped|
erforsche|explore|
ersterbt|ersterbt|
exklusiv|exclusive|
freche|cheeky|
frühern|former|
geborgen|secure|
gemisch|mixture|
geneigt|inclined|
geniales|ingenious|
gesellig|sociable|
gestehe|confess|
gestraft|punished|
gesägt|sawn|
gütig|kind|
hängend|hanging|
interview|interview|
kamel|camel|
kleides|apparel|
klüger|wiser|
leugnens|denial|
melodie|melody|
nacheile|pursuit|
peinliche|embarrassing|
plädiere|advocate|
rechtlich|legally|
ruht|rests|
same|seed|
sann|mused|
sechzehnte|sixteenth|
seelisch|mental|
senkrecht|perpendicular|
septima|septima|
simple|simple|
solltest|should|
spionieren|spy|
stillschweige|implied|
strategisch|strategically|
tempeln|temples|
tropft|drips|
unbequem|uncomfortable|
unerkannt|unrecognized|
unerlaubt|unauthorized|
unnütz|useless|
unrecht|wrong|
verdrosch|thrashed|
versöhne|Reconcile|
vorausgehe|go ahead|
weihe|ordination|
weiterentwickele|further developed wrap|
westdeutsch|West German|
winkst|beckon|
zigeunerin|Gypsy|
zugehöre|been heard|
zurücklege|put back|
zügeln|curb|
abgeordnet|seconded|
